Area,Season,Year,Months,Temperature Change,Outlier Type
Holy See,Summer,2015,July,4.061,High
Hungary,Winter,2015,January,3.827,High
Hungary,Summer,2015,July,3.559,High
Hungary,Summer,2015,August,4.028,High
Iran (Islamic Republic of),Summer,2015,June,2.676,High
Iraq,Fall,2015,September,2.855,High
Iraq,Fall,2015,October,2.564,High
Isle of Man,Winter,2015,December,3.457,High
Israel,Summer,2015,August,2.775,High
Israel,Fall,2015,September,3.41,High
Italy,Summer,2015,July,3.98,High
Jordan,Summer,2015,August,2.755,High
Jordan,Fall,2015,September,3.619,High
Kazakhstan,Winter,2015,January,3.03,High
Kazakhstan,Winter,2015,February,4.217,High
Kazakhstan,Summer,2015,June,3.138,High
Kazakhstan,Winter,2015,December,5.568,High
Kuwait,Spring,2015,May,3.367,High
Kuwait,Summer,2015,July,2.905,High
Kuwait,Summer,2015,August,3.204,High
Kuwait,Fall,2015,September,3.045,High
Kuwait,Fall,2015,October,3.247,High
Kyrgyzstan,Winter,2015,February,4.01,High
Kyrgyzstan,Summer,2015,July,2.956,High
Lao People's Democratic Republic,Fall,2015,November,3.322,High
Latvia,Winter,2015,January,4.933,High
Latvia,Winter,2015,February,5.509,High
Latvia,Spring,2015,March,5.791,High
Latvia,Fall,2015,November,3.077,High
Latvia,Winter,2015,December,5.482,High
Lebanon,Fall,2015,September,3.493,High
Lesotho,Fall,2015,October,2.693,High
Lesotho,Winter,2015,December,3.513,High
Libya,Fall,2015,October,3.123,High
Liechtenstein,Summer,2015,July,4.297,High
Liechtenstein,Summer,2015,August,3.544,High
Liechtenstein,Fall,2015,November,3.439,High
Liechtenstein,Winter,2015,December,5.064,High
Lithuania,Winter,2015,January,5.136,High
Lithuania,Winter,2015,February,5.26,High
Lithuania,Spring,2015,March,5.707,High
Lithuania,Summer,2015,August,2.869,High
Lithuania,Fall,2015,November,2.886,High
Lithuania,Winter,2015,December,5.227,High
Luxembourg,Summer,2015,July,3.48,High
Luxembourg,Summer,2015,August,3.486,High
Luxembourg,Fall,2015,November,3.699,High
Luxembourg,Winter,2015,December,5.97,High
Malta,Summer,2015,July,2.936,High
Mauritania,Spring,2015,April,2.958,High
Monaco,Summer,2015,June,2.968,High
Monaco,Summer,2015,July,4.224,High
Monaco,Winter,2015,December,2.988,High
Mongolia,Winter,2015,January,5.151,High
Mongolia,Winter,2015,February,4.396,High
Mongolia,Spring,2015,March,2.928,High
Mongolia,Spring,2015,April,3.083,High
Montenegro,Summer,2015,July,4.526,High
Montenegro,Summer,2015,August,3.417,High
Montenegro,Fall,2015,September,2.518,High
Morocco,Spring,2015,April,2.826,High
Morocco,Spring,2015,May,3.73,High
Netherlands,Fall,2015,November,3.783,High
Netherlands,Winter,2015,December,6.179,High
Niger,Winter,2015,December,-2.342,Low
North Macedonia,Summer,2015,July,2.997,High
North Macedonia,Fall,2015,September,2.543,High
Norway,Winter,2015,February,4.633,High
Norway,Spring,2015,March,4.001,High
Norway,Fall,2015,November,2.826,High
Norway,Winter,2015,December,4.029,High
Palestine,Summer,2015,August,2.782,High
Palestine,Fall,2015,September,3.438,High
Paraguay,Summer,2015,August,4.184,High
Poland,Winter,2015,January,4.73,High
Poland,Winter,2015,February,3.191,High
Poland,Spring,2015,March,3.535,High
Poland,Summer,2015,August,4.132,High
Poland,Fall,2015,November,2.592,High
Poland,Winter,2015,December,5.162,High
Portugal,Spring,2015,May,3.401,High
Portugal,Summer,2015,June,3.314,High
Portugal,Summer,2015,July,2.599,High
Portugal,Fall,2015,November,2.537,High
Portugal,Winter,2015,December,3.423,High
Qatar,Spring,2015,May,3.008,High
Qatar,Fall,2015,October,3.066,High
Republic of Moldova,Winter,2015,January,2.935,High
Republic of Moldova,Spring,2015,March,2.838,High
Republic of Moldova,Summer,2015,August,3.07,High
Republic of Moldova,Fall,2015,September,3.756,High
Republic of Moldova,Winter,2015,December,3.109,High
Romania,Summer,2015,July,2.766,High
Romania,Summer,2015,August,3.019,High
Romania,Fall,2015,September,2.871,High
Russian Federation,Winter,2015,January,3.17,High
Russian Federation,Winter,2015,February,5.269,High
Russian Federation,Spring,2015,March,4.251,High
Russian Federation,Winter,2015,December,3.879,High
"Saint Helena, Ascension and Tristan da Cunha",Summer,2015,July,3.645,High
Saint Pierre and Miquelon,Spring,2015,March,-2.946,Low
Saint Pierre and Miquelon,Fall,2015,September,2.574,High
San Marino,Summer,2015,July,4.521,High
Saudi Arabia,Summer,2015,August,3.017,High
Saudi Arabia,Fall,2015,September,2.74,High
Saudi Arabia,Fall,2015,October,2.948,High
Serbia,Summer,2015,July,3.74,High
Serbia,Summer,2015,August,3.262,High
Slovakia,Winter,2015,January,3.979,High
Slovakia,Summer,2015,July,3.457,High
Slovakia,Summer,2015,August,4.602,High
Slovakia,Winter,2015,December,3.48,High
Slovenia,Winter,2015,January,3.361,High
Slovenia,Summer,2015,July,4.183,High
Slovenia,Summer,2015,August,3.425,High
Slovenia,Fall,2015,November,2.628,High
Slovenia,Winter,2015,December,3.197,High
Somalia,Summer,2015,August,2.638,High
South Africa,Fall,2015,October,3.188,High
Spain,Spring,2015,May,2.852,High
Spain,Summer,2015,June,2.652,High
Spain,Summer,2015,July,3.31,High
Svalbard and Jan Mayen Islands,Winter,2015,January,7.473,High
Svalbard and Jan Mayen Islands,Spring,2015,March,7.59,High
Svalbard and Jan Mayen Islands,Spring,2015,April,5.394,High
Svalbard and Jan Mayen Islands,Fall,2015,October,2.889,High
Svalbard and Jan Mayen Islands,Fall,2015,November,4.984,High
Svalbard and Jan Mayen Islands,Winter,2015,December,5.141,High
Sweden,Winter,2015,January,3.333,High
Sweden,Winter,2015,February,5.674,High
Sweden,Spring,2015,March,4.509,High
Sweden,Fall,2015,November,3.226,High
Sweden,Winter,2015,December,4.712,High
Switzerland,Summer,2015,June,2.669,High
Switzerland,Summer,2015,July,4.512,High
Switzerland,Summer,2015,August,3.213,High
Switzerland,Fall,2015,November,3.317,High
Switzerland,Winter,2015,December,4.486,High
Syrian Arab Republic,Fall,2015,September,3.62,High
Tajikistan,Winter,2015,February,3.321,High
Thailand,Fall,2015,November,2.613,High
Tunisia,Spring,2015,May,2.994,High
Tunisia,Fall,2015,October,2.93,High
Turkey,Summer,2015,June,-2.148,Low
Turkey,Summer,2015,August,-4.068,Low
Turkey,Fall,2015,September,3.751,High
Turkmenistan,Summer,2015,June,3.268,High
Ukraine,Winter,2015,January,4.05,High
Ukraine,Winter,2015,February,3.363,High
Ukraine,Spring,2015,March,3.966,High
Ukraine,Summer,2015,August,2.496,High
Ukraine,Fall,2015,September,4.159,High
Ukraine,Winter,2015,December,3.599,High
United Arab Emirates,Spring,2015,May,2.915,High
United Kingdom,Winter,2015,December,3.712,High
United States of America,Winter,2015,December,3.172,High
Uruguay,Summer,2015,August,3.665,High
Uzbekistan,Winter,2015,February,3.516,High
Uzbekistan,Summer,2015,June,2.782,High
Uzbekistan,Winter,2015,December,2.985,High
Viet Nam,Fall,2015,November,2.806,High
Western Sahara,Spring,2015,May,3.368,High
Western Sahara,Winter,2015,December,3.208,High
Zambia,Spring,2015,March,3.581,High
Northern Africa,Fall,2015,October,2.702,High
Southern Africa,Fall,2015,October,2.665,High
Northern America,Winter,2015,December,3.17,High
Central Asia,Winter,2015,February,3.916,High
Central Asia,Summer,2015,June,2.957,High
Central Asia,Winter,2015,December,4.538,High
Western Asia,Fall,2015,September,2.88,High
Europe,Winter,2015,January,3.011,High
Europe,Winter,2015,February,4.483,High
Europe,Spring,2015,March,3.849,High
Europe,Winter,2015,December,3.869,High
Eastern Europe,Winter,2015,January,3.251,High
Eastern Europe,Winter,2015,February,5.05,High
Eastern Europe,Spring,2015,March,4.171,High
Eastern Europe,Winter,2015,December,3.877,High
Northern Europe,Winter,2015,February,4.521,High
Northern Europe,Spring,2015,March,3.871,High
Northern Europe,Fall,2015,November,3.005,High
Northern Europe,Winter,2015,December,4.268,High
Southern Europe,Summer,2015,July,3.406,High
Western Europe,Summer,2015,July,3.172,High
Western Europe,Summer,2015,August,2.888,High
Western Europe,Fall,2015,November,3.506,High
Western Europe,Winter,2015,December,4.975,High
Oceania,Fall,2015,October,2.726,High
Australia and New Zealand,Fall,2015,October,2.903,High
European Union,Fall,2015,November,2.895,High
European Union,Winter,2015,December,3.974,High
Annex I countries,Winter,2015,December,3.242,High
Afghanistan,Winter,2016,January,3.416,High
Afghanistan,Spring,2016,May,3.246,High
Afghanistan,Fall,2016,September,3.016,High
Afghanistan,Winter,2016,December,3.429,High
Albania,Winter,2016,February,4.611,High
Albania,Spring,2016,April,3.554,High
Algeria,Spring,2016,April,3.738,High
Algeria,Fall,2016,October,3.334,High
Andorra,Winter,2016,January,3.193,High
Andorra,Fall,2016,September,2.772,High
Antarctica,Summer,2016,July,-1.894,Low
Antarctica,Summer,2016,August,3.439,High
Antarctica,Fall,2016,November,2.539,High
Armenia,Winter,2016,February,4.616,High
Armenia,Spring,2016,March,3.25,High
Armenia,Summer,2016,August,3.065,High
Armenia,Winter,2016,December,-2.758,Low
Austria,Winter,2016,February,4.221,High
Austria,Summer,2016,July,2.595,High
Austria,Fall,2016,September,3.079,High
Azerbaijan,Winter,2016,February,3.663,High
Azerbaijan,Spring,2016,March,3.518,High
Azerbaijan,Summer,2016,August,2.899,High
Bahrain,Spring,2016,May,2.837,High
Bahrain,Summer,2016,July,2.564,High
Bahrain,Summer,2016,August,2.722,High
Belarus,Winter,2016,February,7.301,High
Belarus,Spring,2016,March,3.911,High
Belgium,Fall,2016,September,3.701,High
Belize,Winter,2016,December,3.242,High
Bhutan,Winter,2016,February,3.143,High
Bhutan,Winter,2016,December,2.947,High
Bosnia and Herzegovina,Winter,2016,February,4.632,High
Bosnia and Herzegovina,Spring,2016,April,3.121,High
Botswana,Fall,2016,October,2.718,High
Bulgaria,Winter,2016,February,6.249,High
Bulgaria,Spring,2016,March,2.922,High
Bulgaria,Spring,2016,April,3.576,High
Bulgaria,Winter,2016,December,-2.144,Low
Cabo Verde,Winter,2016,January,3.038,High
Canada,Winter,2016,January,5.404,High
Canada,Spring,2016,March,2.972,High
Canada,Fall,2016,November,4.573,High
Chad,Spring,2016,March,3.527,High
Channel Islands,Fall,2016,September,2.599,High
China,Winter,2016,December,3.012,High
"China, mainland",Winter,2016,December,3.016,High
Croatia,Winter,2016,February,4.372,High
Croatia,Spring,2016,April,2.851,High
Croatia,Summer,2016,July,2.602,High
Cyprus,Spring,2016,April,3.063,High
Cyprus,Summer,2016,June,2.516,High
Czechia,Winter,2016,February,4.569,High
Czechia,Fall,2016,September,3.681,High
Denmark,Winter,2016,February,3.535,High
Denmark,Spring,2016,May,2.795,High
Denmark,Fall,2016,September,3.54,High
Djibouti,Spring,2016,March,4.169,High
Eritrea,Spring,2016,March,3.859,High
Estonia,Winter,2016,January,-2.391,Low
Estonia,Winter,2016,February,6.814,High
Estonia,Spring,2016,March,3.581,High
Estonia,Spring,2016,May,3.559,High
Estonia,Winter,2016,December,3.217,High
Ethiopia,Spring,2016,March,3.111,High
Faroe Islands,Winter,2016,December,3.214,High
Finland,Winter,2016,January,-3.306,Low
Finland,Winter,2016,February,6.523,High
Finland,Spring,2016,March,4.33,High
Finland,Spring,2016,April,2.964,High
Finland,Spring,2016,May,4.146,High
Finland,Winter,2016,December,3.626,High
France,Fall,2016,September,2.881,High
Gambia,Winter,2016,January,3.239,High
Gambia,Fall,2016,November,2.551,High
Georgia,Winter,2016,February,4.726,High
Georgia,Spring,2016,March,3.263,High
Georgia,Summer,2016,August,3.254,High
Georgia,Winter,2016,December,-2.909,Low
Germany,Winter,2016,February,3.357,High
Germany,Fall,2016,September,3.741,High
Gibraltar,Summer,2016,July,2.671,High
Greece,Winter,2016,February,4.015,High
Greece,Spring,2016,April,3.384,High
Greece,Winter,2016,December,-2.318,Low
Greenland,Winter,2016,January,3.349,High
Greenland,Spring,2016,March,3.711,High
Greenland,Spring,2016,April,3.62,High
Greenland,Fall,2016,November,4.008,High
Holy See,Winter,2016,February,3.161,High
Holy See,Spring,2016,April,3.399,High
Hungary,Winter,2016,February,5.386,High
Hungary,Fall,2016,September,2.679,High
Iceland,Fall,2016,October,3.245,High
Iceland,Winter,2016,December,3.763,High
Iran (Islamic Republic of),Winter,2016,January,2.987,High
Iraq,Summer,2016,August,3.324,High
Israel,Spring,2016,April,3.2,High
Israel,Summer,2016,June,2.756,High
Italy,Winter,2016,February,3.01,High
Italy,Spring,2016,April,2.808,High
Jordan,Spring,2016,April,3.493,High
Jordan,Summer,2016,June,2.691,High
Jordan,Summer,2016,August,2.647,High
Kazakhstan,Winter,2016,January,3.405,High
Kazakhstan,Winter,2016,February,7.123,High
Kazakhstan,Spring,2016,March,6.671,High
Kazakhstan,Spring,2016,April,3.279,High
Kazakhstan,Fall,2016,October,-1.966,Low
Kazakhstan,Fall,2016,November,-2.88,Low
Kuwait,Summer,2016,June,2.537,High
Kuwait,Summer,2016,August,3.032,High
Kyrgyzstan,Winter,2016,January,4.595,High
Kyrgyzstan,Winter,2016,February,4.104,High
Kyrgyzstan,Spring,2016,March,5.412,High
Kyrgyzstan,Fall,2016,September,3.079,High
Lao People's Democratic Republic,Spring,2016,April,2.95,High
Latvia,Winter,2016,February,6.776,High
Latvia,Spring,2016,March,3.532,High
Latvia,Spring,2016,May,3.231,High
Latvia,Winter,2016,December,3.151,High
Lebanon,Spring,2016,April,3.545,High
Lebanon,Summer,2016,June,2.82,High
Libya,Spring,2016,April,3.661,High
Libya,Fall,2016,October,3.684,High
Liechtenstein,Winter,2016,February,3.438,High
Liechtenstein,Fall,2016,September,2.762,High
Lithuania,Winter,2016,February,6.864,High
Lithuania,Spring,2016,March,3.519,High
Lithuania,Spring,2016,May,3.013,High
Lithuania,Winter,2016,December,2.96,High
Luxembourg,Fall,2016,September,3.861,High
Malawi,Spring,2016,March,3.186,High
Malta,Winter,2016,February,2.956,High
Malta,Spring,2016,April,3.335,High
Malta,Fall,2016,October,3.171,High
Mauritania,Winter,2016,January,3.268,High
Monaco,Fall,2016,September,2.777,High
Mongolia,Spring,2016,March,4.232,High
Mongolia,Spring,2016,April,3.137,High
Mongolia,Summer,2016,July,3.034,High
Mongolia,Fall,2016,September,2.785,High
Mongolia,Winter,2016,December,3.578,High
Montenegro,Winter,2016,February,4.906,High
Montenegro,Spring,2016,April,3.565,High
Morocco,Winter,2016,January,3.277,High
Morocco,Summer,2016,June,2.739,High
Morocco,Fall,2016,October,2.744,High
Namibia,Fall,2016,October,2.694,High
Netherlands,Fall,2016,September,3.853,High
Niger,Spring,2016,March,3.136,High
Nigeria,Fall,2016,November,2.54,High
North Macedonia,Winter,2016,February,5.599,High
North Macedonia,Spring,2016,April,3.737,High
Norway,Winter,2016,February,3.303,High
Norway,Spring,2016,March,3.308,High
Norway,Fall,2016,September,3.374,High
Norway,Winter,2016,December,4.296,High
Pakistan,Winter,2016,December,3.088,High
Palestine,Spring,2016,April,3.257,High
Palestine,Summer,2016,June,2.8,High
Paraguay,Spring,2016,April,2.868,High
Paraguay,Summer,2016,June,-2.291,Low
Poland,Winter,2016,February,5.657,High
Poland,Fall,2016,September,2.749,High
Portugal,Summer,2016,July,3.148,High
Portugal,Summer,2016,August,3.046,High
Qatar,Summer,2016,July,2.637,High
Republic of Moldova,Winter,2016,February,6.726,High
Republic of Moldova,Spring,2016,March,4.119,High
Republic of Moldova,Spring,2016,April,3.485,High
Romania,Winter,2016,February,6.388,High
Romania,Spring,2016,March,2.814,High
Romania,Spring,2016,April,3.148,High
Russian Federation,Winter,2016,February,5.81,High
Russian Federation,Spring,2016,March,4.544,High
Russian Federation,Spring,2016,April,3.84,High
San Marino,Winter,2016,February,3.238,High
San Marino,Spring,2016,April,3.056,High
San Marino,Summer,2016,July,2.736,High
Saudi Arabia,Summer,2016,August,2.675,High
Serbia,Winter,2016,February,5.999,High
Serbia,Spring,2016,April,3.374,High
Slovakia,Winter,2016,February,5.375,High
Slovakia,Fall,2016,September,3.02,High
Slovenia,Winter,2016,February,4.226,High
Slovenia,Summer,2016,July,2.9,High
Slovenia,Fall,2016,September,2.675,High
Somalia,Spring,2016,March,3.313,High
South Georgia and the South Sandwich Islands,Summer,2016,August,-1.854,Low
South Sudan,Spring,2016,March,3.048,High
Sudan,Spring,2016,March,3.905,High
Svalbard and Jan Mayen Islands,Winter,2016,January,10.478,High
Svalbard and Jan Mayen Islands,Winter,2016,February,8.435,High
Svalbard and Jan Mayen Islands,Spring,2016,March,7.399,High
Svalbard and Jan Mayen Islands,Spring,2016,April,4.674,High
Svalbard and Jan Mayen Islands,Spring,2016,May,4.851,High
Svalbard and Jan Mayen Islands,Fall,2016,September,3.402,High
Svalbard and Jan Mayen Islands,Fall,2016,October,7.349,High
Svalbard and Jan Mayen Islands,Fall,2016,November,7.738,High
Svalbard and Jan Mayen Islands,Winter,2016,December,5.632,High
Sweden,Winter,2016,February,4.19,High
Sweden,Spring,2016,March,3.78,High
Sweden,Fall,2016,September,3.105,High
Sweden,Winter,2016,December,3.793,High
Switzerland,Fall,2016,September,2.992,High
Syrian Arab Republic,Winter,2016,February,3.593,High
Syrian Arab Republic,Spring,2016,April,3.69,High
Syrian Arab Republic,Summer,2016,June,2.538,High
Syrian Arab Republic,Summer,2016,August,2.651,High
Tajikistan,Spring,2016,March,4.651,High
Tajikistan,Fall,2016,September,2.543,High
Thailand,Spring,2016,April,2.781,High
Timor-Leste,Summer,2016,June,2.681,High
Tunisia,Spring,2016,April,3.611,High
Tunisia,Fall,2016,October,4.341,High
Turkey,Winter,2016,February,4.446,High
Turkey,Spring,2016,April,3.267,High
Turkey,Summer,2016,August,2.658,High
Turkey,Winter,2016,December,-2.75,Low
Turkmenistan,Winter,2016,January,5.365,High
Turkmenistan,Winter,2016,February,3.733,High
Turkmenistan,Spring,2016,March,4.451,High
Turkmenistan,Fall,2016,November,-1.7,Low
Ukraine,Winter,2016,February,6.846,High
Ukraine,Spring,2016,March,4.328,High
Ukraine,Spring,2016,April,3.441,High
United States of America,Winter,2016,February,3.788,High
United States of America,Spring,2016,March,3.778,High
United States of America,Fall,2016,November,2.895,High
Uruguay,Spring,2016,May,-1.921,Low
Uruguay,Summer,2016,June,-1.605,Low
Uzbekistan,Winter,2016,January,5.739,High
Uzbekistan,Winter,2016,February,5.962,High
Uzbekistan,Spring,2016,March,5.683,High
Uzbekistan,Fall,2016,September,2.655,High
Uzbekistan,Fall,2016,November,-1.962,Low
Western Sahara,Winter,2016,January,3.146,High
Northern Africa,Spring,2016,April,2.921,High
Northern Africa,Fall,2016,October,2.984,High
Northern America,Winter,2016,January,4.029,High
Northern America,Winter,2016,February,3.244,High
Northern America,Spring,2016,March,3.381,High
Northern America,Fall,2016,November,3.742,High
Asia,Spring,2016,March,2.828,High
Central Asia,Winter,2016,January,3.942,High
Central Asia,Winter,2016,February,6.267,High
Central Asia,Spring,2016,March,6.155,High
Central Asia,Fall,2016,October,-1.72,Low
Central Asia,Fall,2016,November,-2.409,Low
Eastern Asia,Spring,2016,March,2.85,High
Eastern Asia,Winter,2016,December,3.011,High
Western Asia,Summer,2016,August,2.678,High
Europe,Winter,2016,February,5.35,High
